age,type,origin,rarity
4288,2,4,1.38539
4288,3,4,1.38539
4288,0,0,1.38539
4289,1,1,1.38549
4289,3,2,1.38549
4289,3,6,1.38549
4289,4,4,1.38549
4289,0,6,1.38549
4289,1,0,1.38549
4290,3,6,1.38559
4290,1,4,1.38559
4290,0,4,1.38559
4291,1,6,1.38568
4291,3,3,1.38568
4292,1,6,1.38578
4292,0,2,1.38578
4293,4,3,1.38588
4293,1,5,1.38588
4294,0,6,1.38597
4294,4,3,1.38597
4295,4,3,1.38607
4295,4,4,1.38607
4295,1,2,1.38607
4296,2,5,1.38617
4296,3,3,1.38617
4297,1,2,1.38626
4297,4,6,1.38626
4297,3,0,1.38626
4297,1,3,1.38626
4297,0,0,1.38626
4297,3,2,1.38626
4298,3,0,1.38636
4298,0,6,1.38636
4298,2,4,1.38636
4298,1,4,1.38636
4299,2,4,1.38646
4299,0,2,1.38646
4299,3,6,1.38646
4299,1,0,1.38646
4299,1,5,1.38646
4300,3,3,1.38656
4300,0,3,1.38656
4300,1,0,1.38656
4300,1,4,1.38656
4300,3,6,1.38656
4300,2,1,1.38656
4301,3,0,1.38665
4301,4,0,1.38665
4301,4,3,1.38665
4301,0,0,1.38665
4301,2,2,1.38665
4301,3,3,1.38665
4302,1,2,1.38675
4302,3,6,1.38675
4302,0,2,1.38675
4302,3,1,1.38675
4302,0,3,1.38675
4302,4,6,1.38675
4302,4,3,1.38675
4302,1,5,1.38675
4302,4,0,1.38675
4303,2,1,1.38685
4303,4,5,1.38685
4304,1,3,1.38694
4304,1,4,1.38694
4304,2,4,1.38694
4304,3,0,1.38694
4304,1,0,1.38694
4305,4,4,1.38704
4305,3,1,1.38704
4305,2,3,1.38704
4306,3,0,1.38714
4306,1,2,1.38714
4306,2,2,1.38714
4306,4,1,1.38714
4307,4,4,1.38723
4307,2,5,1.38723
4307,3,6,1.38723
4307,3,3,1.38723
4307,2,0,1.38723
4308,2,3,1.38733
4308,3,0,1.38733
4308,0,0,1.38733
4308,4,2,1.38733
4309,4,0,1.38743
4309,3,5,1.38743
4309,0,4,1.38743
4309,0,0,1.38743
4309,1,4,1.38743
4309,2,2,1.38743
4309,3,2,1.38743
4309,0,2,1.38743
4310,3,3,1.38753
4310,2,1,1.38753
4310,2,3,1.38753
4311,2,5,1.38762
4311,3,5,1.38762
4311,0,5,1.38762
4311,3,0,1.38762
4311,3,3,1.38762
4311,1,2,1.38762
4312,2,6,1.38772
4312,2,0,1.38772
4312,4,0,1.38772
4312,0,0,1.38772
4312,0,4,1.38772
4313,1,4,1.38782
4313,4,4,1.38782
4313,1,0,1.38782
4313,3,2,1.38782
4313,3,6,1.38782
4313,2,0,1.38782
4313,3,0,1.38782
4313,1,3,1.38782
4313,2,5,1.38782
4313,4,6,1.38782
4313,0,3,1.38782
4313,4,1,1.38782
4314,3,0,1.38791
4314,0,4,1.38791
4314,1,0,1.38791
4314,2,3,1.38791
4314,2,1,1.38791
4315,1,3,1.38801
4315,0,2,1.38801
4315,2,4,1.38801
4315,3,3,1.38801
4315,3,5,1.38801
4315,2,1,1.38801
4315,4,5,1.38801
4316,2,0,1.38811
4316,0,5,1.38811
4316,1,4,1.38811
4316,4,3,1.38811
4316,3,3,1.38811
4316,0,3,1.38811
4317,4,2,1.3882
4317,4,6,1.3882
4317,3,0,1.3882
4317,4,3,1.3882
4317,4,4,1.3882
4317,3,2,1.3882
4318,0,1,1.3883
4318,0,5,1.3883
4318,3,6,1.3883
4318,3,4,1.3883
4318,3,5,1.3883
4319,1,6,1.3884
4319,3,2,1.3884
4319,4,3,1.3884
4319,2,0,1.3884
4319,1,0,1.3884
4319,1,5,1.3884
4319,4,1,1.3884
4320,2,1,1.38849
4320,3,3,1.38849
4320,4,2,1.38849
4320,3,6,1.38849
4320,4,6,1.38849
4321,0,3,1.38859
4321,2,5,1.38859
4322,3,6,1.38869
4322,2,3,1.38869
4322,0,2,1.38869
4322,1,2,1.38869
4322,4,4,1.38869
4322,2,1,1.38869
4323,4,0,1.38879
4323,0,5,1.38879
4323,3,4,1.38879
4323,2,1,1.38879
4323,1,3,1.38879
4323,4,3,1.38879
4324,2,5,1.38888
4324,1,4,1.38888
4324,4,5,1.38888
4324,2,3,1.38888
4324,2,1,1.38888
4324,4,4,1.38888
4325,3,3,1.38898
4325,2,6,1.38898
4325,4,6,1.38898
4325,4,4,1.38898
4326,3,3,1.38908
4326,1,3,1.38908
4326,3,5,1.38908
4327,2,1,1.38917
4327,2,5,1.38917
4327,3,2,1.38917
4327,3,0,1.38917
4327,4,6,1.38917
4327,1,1,1.38917
4327,4,4,1.38917
4327,4,1,1.38917
4328,0,1,1.38927
4328,0,0,1.38927
4329,2,1,1.38937
4329,4,0,1.38937
4329,2,6,1.38937
4329,1,3,1.38937
4329,1,4,1.38937
4330,1,1,1.38946
4330,0,1,1.38946
4330,0,5,1.38946
4330,3,4,1.38946
4330,0,6,1.38946
4330,0,0,1.38946
4331,3,0,1.38956
4331,3,3,1.38956
4331,0,4,1.38956
4331,1,3,1.38956
4331,1,2,1.38956
4332,1,5,1.38966
4332,2,4,1.38966
4332,3,2,1.38966
4333,2,0,1.38976
4333,4,2,1.38976
4333,2,1,1.38976
4333,0,4,1.38976
4333,1,2,1.38976
4334,1,1,1.38985
4334,2,2,1.38985
4334,0,3,1.38985
4334,0,2,1.38985
4334,4,0,1.38985
4334,2,1,1.38985
4335,2,4,1.38995
4335,4,2,1.38995
4335,3,0,1.38995
4335,0,1,1.38995
4335,1,2,1.38995
4336,3,3,1.39005
4336,1,2,1.39005
4336,2,1,1.39005
4336,1,3,1.39005
4336,0,5,1.39005
4337,4,4,1.39014
4337,0,1,1.39014
4337,0,2,1.39014
4337,3,6,1.39014
4337,4,5,1.39014
4337,1,3,1.39014
4337,1,4,1.39014
4337,0,0,1.39014
4338,0,6,1.39024
4338,3,5,1.39024
4338,1,2,1.39024
4338,1,0,1.39024
4338,4,3,1.39024
4339,4,6,1.39034
4339,2,5,1.39034
4339,0,2,1.39034
4339,0,3,1.39034
4339,3,1,1.39034
4339,1,6,1.39034
4340,2,4,1.39043
4340,0,0,1.39043
4340,4,6,1.39043
4340,0,3,1.39043
4340,1,4,1.39043
4340,1,6,1.39043
4341,3,6,1.39053
4341,0,3,1.39053
4341,4,0,1.39053
4342,2,3,1.39063
4342,4,2,1.39063
4342,3,2,1.39063
4342,2,5,1.39063
4343,4,4,1.39072
4343,0,2,1.39072
4343,4,6,1.39072
4343,4,3,1.39072
4344,3,2,1.39082
4345,0,6,1.39092
4345,2,2,1.39092
4345,0,3,1.39092
4345,0,0,1.39092
4345,4,5,1.39092
4346,1,6,1.39102
4346,0,0,1.39102
4347,3,1,1.39111
4347,4,2,1.39111
4347,3,5,1.39111
4347,0,3,1.39111
4347,0,5,1.39111
4348,0,6,1.39121
4348,0,3,1.39121
4348,2,1,1.39121
4349,0,4,1.39131
4349,4,4,1.39131
4349,4,5,1.39131
4349,2,6,1.39131
4350,3,3,1.3914
4350,3,4,1.3914
4350,0,2,1.3914
4351,1,5,1.3915
4351,4,6,1.3915
4351,0,0,1.3915
4351,1,3,1.3915
4351,3,2,1.3915
4351,2,3,1.3915
4352,0,0,1.3916
4352,0,5,1.3916
4352,2,4,1.3916
4352,4,0,1.3916
4352,1,6,1.3916
4353,0,6,1.39169
4353,4,5,1.39169
4353,3,1,1.39169
4353,4,4,1.39169
4353,2,1,1.39169
4354,2,4,1.39179
4354,1,6,1.39179
4355,0,3,1.39189
4355,1,2,1.39189
4355,1,3,1.39189
4355,3,3,1.39189
4355,4,3,1.39189
4355,1,1,1.39189
4355,0,1,1.39189
4355,3,6,1.39189
4356,0,5,1.39199
4356,0,1,1.39199
4356,4,3,1.39199
4356,4,2,1.39199
4356,2,5,1.39199
4356,4,6,1.39199
4356,2,6,1.39199
4357,4,1,1.39208
4357,2,5,1.39208
4357,1,5,1.39208
4357,1,2,1.39208
4358,1,0,1.39218
4358,2,5,1.39218
4359,2,4,1.39228
4359,1,0,1.39228
4360,2,6,1.39237
4360,3,2,1.39237
4360,3,0,1.39237
4360,4,3,1.39237
4361,1,6,1.39247
4361,2,1,1.39247
4361,4,6,1.39247
4361,3,0,1.39247
4362,4,6,1.39257
4362,2,6,1.39257
4362,2,4,1.39257
4362,4,1,1.39257
4363,2,0,1.39266
4363,3,4,1.39266
4363,1,0,1.39266
4363,4,1,1.39266
4363,2,3,1.39266
4363,4,3,1.39266
4364,1,0,1.39276
4364,3,1,1.39276
4364,3,6,1.39276
4364,4,2,1.39276
4364,0,5,1.39276
4364,4,3,1.39276
4364,0,4,1.39276
4364,3,4,1.39276
4364,1,1,1.39276
4365,1,3,1.39286
4365,1,4,1.39286
4365,0,6,1.39286
4365,2,2,1.39286
4366,2,5,1.39296
4366,3,3,1.39296
4366,4,6,1.39296
4366,1,1,1.39296
4367,2,6,1.39305
4367,0,3,1.39305
4367,0,1,1.39305
4368,4,1,1.39315
4368,3,4,1.39315
4368,0,4,1.39315
4368,4,2,1.39315
4368,4,6,1.39315
4369,0,3,1.39325
4369,2,2,1.39325
4369,2,4,1.39325
4369,1,1,1.39325
4369,0,6,1.39325
4370,0,6,1.39334
4370,1,3,1.39334
4370,4,0,1.39334
4370,3,6,1.39334
4370,1,0,1.39334
4371,4,1,1.39344
4371,3,3,1.39344
4371,4,4,1.39344
4371,3,0,1.39344
4371,3,2,1.39344
4372,0,4,1.39354
4372,1,6,1.39354
4372,0,0,1.39354
4372,0,2,1.39354
4372,4,5,1.39354
4372,3,0,1.39354
4373,4,4,1.39363
4373,3,2,1.39363
4373,2,5,1.39363
4373,1,4,1.39363
4373,2,1,1.39363
4373,4,1,1.39363
4374,2,6,1.39373
4374,4,6,1.39373
4374,4,4,1.39373
4374,3,3,1.39373
4374,2,2,1.39373
4375,2,3,1.39383
4375,0,1,1.39383
4375,2,5,1.39383
4376,4,5,1.39392
4377,0,4,1.39402
4377,2,5,1.39402
4378,3,6,1.39412
4378,2,5,1.39412
4378,3,5,1.39412
4379,4,5,1.39422
4379,4,3,1.39422
4380,3,5,1.39431
4380,1,2,1.39431
4380,3,6,1.39431
4380,1,4,1.39431
4380,4,1,1.39431
4380,1,3,1.39431
4380,1,0,1.39431
4381,1,0,1.39441
4381,0,5,1.39441
4381,2,1,1.39441
4382,4,5,1.39451
4382,4,3,1.39451
4382,0,3,1.39451
4382,2,5,1.39451
4382,2,0,1.39451
4382,1,2,1.39451
4383,4,0,1.3946
4383,3,0,1.3946
4383,3,1,1.3946
4383,3,4,1.3946
4383,2,0,1.3946
4384,3,4,1.3947
4384,2,2,1.3947
4384,2,1,1.3947
4384,3,5,1.3947
4384,1,1,1.3947
4384,1,2,1.3947
4384,1,6,1.3947
4385,0,0,1.3948
4385,2,6,1.3948
4386,4,1,1.39489
4386,1,0,1.39489
4387,4,6,1.39499
4387,4,5,1.39499
4388,2,3,1.39509
4388,4,5,1.39509
4388,0,6,1.39509
4388,4,2,1.39509
4388,1,3,1.39509
4389,3,3,1.39519
4389,2,3,1.39519
4389,3,0,1.39519
4389,0,1,1.39519
4389,0,0,1.39519
4389,1,4,1.39519
4389,4,1,1.39519
4390,1,3,1.39528
4390,0,5,1.39528
4391,4,3,1.39538
4391,0,3,1.39538
4392,0,4,1.39548
4392,2,6,1.39548
4392,4,4,1.39548
4392,0,5,1.39548
4392,4,0,1.39548
4393,3,6,1.39557
4393,3,3,1.39557
4393,0,4,1.39557
4393,0,2,1.39557
4394,3,1,1.39567
4394,3,4,1.39567
4395,3,1,1.39577
4395,3,5,1.39577
4395,1,3,1.39577
4395,2,2,1.39577
4395,4,1,1.39577
4395,3,3,1.39577
4396,2,3,1.39586
4396,0,2,1.39586
4396,1,3,1.39586
4397,0,3,1.39596
4397,1,6,1.39596
4398,3,3,1.39606
4398,2,3,1.39606
4398,2,5,1.39606
4399,0,4,1.39615
4399,3,6,1.39615
4399,1,6,1.39615
4399,4,1,1.39615
4399,0,5,1.39615
4400,2,5,1.39625
4400,4,5,1.39625
4400,1,4,1.39625
4400,0,3,1.39625
4400,1,6,1.39625
4400,3,5,1.39625
4401,4,4,1.39635
4401,4,6,1.39635
4402,4,1,1.39645
4402,2,2,1.39645
4403,0,5,1.39654
4403,0,3,1.39654
4403,4,0,1.39654
4403,4,5,1.39654
4403,0,6,1.39654
4403,1,0,1.39654
4404,3,3,1.39664
4404,4,3,1.39664
4404,0,0,1.39664
4404,0,4,1.39664
4405,2,3,1.39674
4405,1,5,1.39674
4405,3,3,1.39674
4405,4,3,1.39674
4405,0,1,1.39674
4406,4,3,1.39683
4406,0,1,1.39683
4406,1,2,1.39683
4406,4,6,1.39683
4407,2,6,1.39693
4407,2,4,1.39693
4407,3,5,1.39693
4407,3,4,1.39693
4407,4,6,1.39693
4408,4,0,1.39703
4408,0,0,1.39703
4408,2,4,1.39703
4408,0,5,1.39703
4409,0,1,1.39712
4409,1,1,1.39712
4409,0,0,1.39712
4410,3,1,1.39722
4410,4,4,1.39722
4410,3,2,1.39722
4410,0,2,1.39722
4410,2,3,1.39722
4411,0,3,1.39732
4411,4,6,1.39732
4411,2,1,1.39732
4411,1,6,1.39732
4411,1,5,1.39732
4412,1,3,1.39742
4412,4,6,1.39742
4412,4,1,1.39742
4412,2,0,1.39742
4412,3,1,1.39742
4413,0,5,1.39751
4413,3,5,1.39751
4413,4,4,1.39751
4414,0,3,1.39761
4414,0,5,1.39761
4414,0,2,1.39761
4415,4,6,1.39771
4415,0,5,1.39771
4416,2,3,1.3978
4416,4,4,1.3978
4416,1,0,1.3978
4416,3,0,1.3978
4416,2,5,1.3978
4416,0,1,1.3978
4416,0,6,1.3978
4417,4,4,1.3979
4417,0,6,1.3979
4417,0,2,1.3979
4417,1,2,1.3979
4417,0,0,1.3979
4417,2,4,1.3979
4418,3,4,1.398
4418,3,3,1.398
4419,3,0,1.39809
4419,4,6,1.39809
4419,2,1,1.39809
4419,2,2,1.39809
4419,3,6,1.39809
4419,2,6,1.39809
4420,3,0,1.39819
4420,1,1,1.39819
4420,2,5,1.39819
4420,2,1,1.39819
4421,1,4,1.39829
4421,3,0,1.39829
4421,1,2,1.39829
4422,2,4,1.39838
4422,4,6,1.39838
4423,2,0,1.39848
4423,1,6,1.39848
4423,0,0,1.39848
4423,1,2,1.39848
4424,4,3,1.39858
4424,1,3,1.39858
4425,3,2,1.39868
4425,0,4,1.39868
4425,1,5,1.39868
4425,1,3,1.39868
4425,4,4,1.39868
4426,1,2,1.39877
4426,4,2,1.39877
4426,2,2,1.39877
4426,2,3,1.39877
4426,2,0,1.39877
4427,1,6,1.39887
4427,3,1,1.39887
4428,3,0,1.39897
4428,2,3,1.39897
4428,2,1,1.39897
4428,0,6,1.39897
4428,4,0,1.39897
4428,2,5,1.39897
4428,4,4,1.39897
4429,0,6,1.39906
4429,1,6,1.39906
4429,1,4,1.39906
4429,0,1,1.39906
4430,0,6,1.39916
4430,2,1,1.39916
4431,1,5,1.39926
4431,4,0,1.39926
4431,2,5,1.39926
4431,0,6,1.39926
4431,3,1,1.39926
4431,3,5,1.39926
4431,0,1,1.39926
4431,4,1,1.39926
4431,4,2,1.39926
4431,0,5,1.39926
4432,2,4,1.39935
4432,4,3,1.39935
4432,3,2,1.39935
4432,2,0,1.39935
4432,0,0,1.39935
4433,2,4,1.39945
4433,4,3,1.39945
4433,0,5,1.39945
4434,2,5,1.39955
4434,1,1,1.39955
4434,3,0,1.39955
4434,0,5,1.39955
4435,3,3,1.39965
4435,1,3,1.39965
4435,1,5,1.39965
4435,2,1,1.39965
4435,2,5,1.39965
4435,3,1,1.39965
4436,2,2,1.39974
4436,2,4,1.39974
4436,4,0,1.39974
4436,2,3,1.39974
4436,3,1,1.39974
4437,3,3,1.39984
4437,0,1,1.39984
4437,2,4,1.39984
4437,4,4,1.39984
4437,3,4,1.39984
4437,0,4,1.39984
4437,4,3,1.39984
4438,3,2,1.39994
4438,1,5,1.39994
4438,1,6,1.39994
4438,1,0,1.39994
4439,0,2,1.40003
4439,0,0,1.40003
4439,3,1,1.40003
4440,0,0,1.40013
4440,1,1,1.40013
4440,1,3,1.40013
4440,4,0,1.40013
4441,0,1,1.40023
4441,4,2,1.40023
4441,2,3,1.40023
4442,3,6,1.40032
4442,2,2,1.40032
4442,4,4,1.40032
4442,3,2,1.40032
4442,3,0,1.40032
4442,4,6,1.40032
4443,2,0,1.40042
4443,3,5,1.40042
4443,2,2,1.40042
4443,3,4,1.40042
4443,0,6,1.40042
4444,1,5,1.40052
4444,4,3,1.40052
4444,0,6,1.40052
4445,1,3,1.40062
4445,3,2,1.40062
4445,1,4,1.40062
4445,2,5,1.40062
4445,0,2,1.40062
4446,0,0,1.40071
4446,4,5,1.40071
4446,2,3,1.40071
4446,3,1,1.40071
4446,2,2,1.40071
4446,0,5,1.40071
4447,2,4,1.40081
4447,2,6,1.40081
4447,1,3,1.40081
4447,2,1,1.40081
4447,0,1,1.40081
4447,4,6,1.40081
4447,0,2,1.40081
4447,2,5,1.40081
4448,4,5,1.40091
4448,3,5,1.40091
4448,3,3,1.40091
4448,1,4,1.40091
4449,1,1,1.401
4449,0,1,1.401
4449,2,2,1.401
4449,1,0,1.401
4449,0,2,1.401
4449,4,0,1.401
4449,4,3,1.401
4449,3,6,1.401
4449,1,3,1.401
4449,2,5,1.401
4450,2,6,1.4011
4450,0,3,1.4011
4450,4,1,1.4011
4450,0,4,1.4011
4450,0,6,1.4011
4451,3,6,1.4012
4451,2,6,1.4012
4451,4,4,1.4012
4451,2,3,1.4012
4451,1,0,1.4012
4451,1,3,1.4012
4451,4,0,1.4012
4451,1,1,1.4012
4451,2,4,1.4012
4451,2,0,1.4012
4452,3,5,1.40129
4452,4,0,1.40129
4452,1,5,1.40129
4452,2,5,1.40129
4452,4,3,1.40129
4452,3,6,1.40129
4452,4,6,1.40129
4452,0,6,1.40129
4452,3,4,1.40129
4453,1,5,1.40139
4453,1,6,1.40139
4453,0,2,1.40139
4454,1,3,1.40149
4454,1,0,1.40149
4454,3,5,1.40149
4454,3,4,1.40149
4454,2,3,1.40149
4454,0,6,1.40149
4454,0,3,1.40149
4454,2,0,1.40149
4455,3,0,1.40158
4455,0,3,1.40158
4455,2,5,1.40158
4455,2,1,1.40158
4456,1,4,1.40168
4456,0,4,1.40168
4456,1,0,1.40168
4456,1,5,1.40168
4456,4,2,1.40168
4457,2,1,1.40178
4457,1,0,1.40178
4457,2,3,1.40178
4457,3,6,1.40178
4457,4,2,1.40178
4458,0,3,1.40188
4458,4,6,1.40188
4458,2,2,1.40188
4458,1,1,1.40188
4459,1,6,1.40197
4459,3,3,1.40197
4459,2,3,1.40197
4459,3,2,1.40197
4459,0,1,1.40197
4459,1,3,1.40197
4459,3,4,1.40197
4459,2,5,1.40197
4459,4,5,1.40197
4460,4,5,1.40207
4460,2,4,1.40207
4460,2,2,1.40207
4460,0,4,1.40207
4460,1,1,1.40207
4460,2,5,1.40207
4461,2,0,1.40217
4461,1,2,1.40217
4461,4,6,1.40217
4461,1,0,1.40217
4461,1,5,1.40217
4461,4,2,1.40217
4462,1,5,1.40226
4462,4,4,1.40226
4462,3,6,1.40226
4463,3,2,1.40236
4463,0,5,1.40236
4463,4,2,1.40236
4463,3,3,1.40236
4464,4,1,1.40246
4464,4,3,1.40246
4464,0,4,1.40246
4464,1,6,1.40246
4464,4,0,1.40246
4464,3,0,1.40246
4464,0,6,1.40246
4465,3,6,1.40255
4465,2,6,1.40255
4465,4,4,1.40255
4465,3,3,1.40255
4466,1,2,1.40265
4466,2,0,1.40265
4466,1,0,1.40265
4466,3,4,1.40265
4466,0,2,1.40265
4466,4,4,1.40265
4467,2,5,1.40275
4467,3,5,1.40275
4467,4,1,1.40275
4467,0,2,1.40275
4467,2,1,1.40275
4467,3,6,1.40275
4468,3,6,1.40285
4468,4,6,1.40285
4469,3,5,1.40294
4469,4,4,1.40294
4469,4,5,1.40294
4469,1,2,1.40294
4469,0,4,1.40294
4469,1,4,1.40294
4469,3,3,1.40294
4470,3,6,1.40304
4470,4,2,1.40304
4470,1,4,1.40304
4470,3,0,1.40304
4470,0,6,1.40304
4470,0,4,1.40304
4470,3,5,1.40304
4471,2,2,1.40314
4471,0,3,1.40314
4471,4,2,1.40314
4471,1,0,1.40314
4471,4,3,1.40314
4471,3,3,1.40314
4471,0,1,1.40314
4471,1,6,1.40314
4471,0,6,1.40314
4472,3,2,1.40323
4472,3,6,1.40323
4472,3,3,1.40323
4472,3,0,1.40323
4472,1,3,1.40323
4472,1,1,1.40323
4472,1,5,1.40323
4473,0,3,1.40333
4473,0,1,1.40333
4473,1,4,1.40333
4473,0,6,1.40333
4473,1,3,1.40333
4473,4,0,1.40333
4473,3,1,1.40333
4473,1,1,1.40333
4473,3,4,1.40333
4473,1,6,1.40333
4474,3,6,1.40343
4474,0,3,1.40343
4475,1,1,1.40352
4475,1,4,1.40352
4475,1,6,1.40352
4475,3,1,1.40352
4475,1,5,1.40352
4475,2,6,1.40352
4476,0,0,1.40362
4476,4,5,1.40362
4476,3,4,1.40362
4476,3,5,1.40362
4477,4,4,1.40372
4477,3,4,1.40372
4477,3,6,1.40372
4477,2,4,1.40372
4478,2,5,1.40381
4478,3,5,1.40381
4478,1,2,1.40381
4478,1,5,1.40381
4478,4,4,1.40381
4478,0,0,1.40381
4478,2,1,1.40381
4479,0,1,1.40391
4479,4,6,1.40391
4479,4,3,1.40391
4480,4,0,1.40401
4480,2,6,1.40401
4480,3,2,1.40401
4480,2,5,1.40401
4480,0,1,1.40401
4481,2,2,1.40411
4482,4,6,1.4042
4482,4,3,1.4042
4482,1,1,1.4042
4482,4,0,1.4042
4483,2,6,1.4043
4483,3,5,1.4043
4483,4,4,1.4043
4483,0,3,1.4043
4483,3,4,1.4043
4484,0,2,1.4044
4484,3,4,1.4044
4484,2,0,1.4044
4484,0,5,1.4044
4484,4,3,1.4044
4485,4,6,1.40449
4485,1,5,1.40449
4485,1,2,1.40449
4485,1,6,1.40449
4485,1,4,1.40449
4485,1,3,1.40449
4486,3,0,1.40459
4486,2,5,1.40459
4486,4,2,1.40459
4487,3,3,1.40469
4487,0,4,1.40469
4487,0,6,1.40469
4487,4,2,1.40469
4487,1,4,1.40469
4487,2,3,1.40469
4487,3,5,1.40469
4487,0,5,1.40469
4487,0,1,1.40469
4487,4,3,1.40469
4487,1,1,1.40469
4487,3,1,1.40469
4488,3,6,1.40478
4488,2,5,1.40478
4488,1,2,1.40478
4488,4,6,1.40478
4488,3,0,1.40478
4488,2,1,1.40478
4488,4,1,1.40478
4489,0,1,1.40488
4489,4,2,1.40488
4489,3,0,1.40488
4489,4,6,1.40488
4490,3,1,1.40498
4490,4,1,1.40498
4490,0,0,1.40498
4491,3,5,1.40508
4492,0,6,1.40517
4492,2,0,1.40517
4492,1,4,1.40517
4492,3,5,1.40517
4492,2,4,1.40517
4492,3,3,1.40517
4493,4,6,1.40527
4493,0,2,1.40527
4493,3,0,1.40527
4494,2,2,1.40537
4494,3,1,1.40537
4494,0,3,1.40537
4494,2,3,1.40537
4494,4,0,1.40537
4494,2,4,1.40537
4495,3,6,1.40546
4495,0,3,1.40546
4495,3,2,1.40546
4495,4,1,1.40546
4495,1,1,1.40546
4495,4,2,1.40546
4496,0,0,1.40556
4496,3,0,1.40556
4496,3,6,1.40556
4496,3,2,1.40556
4496,2,2,1.40556
4496,2,3,1.40556
4496,3,4,1.40556
4497,3,0,1.40566
4497,0,1,1.40566
4497,3,4,1.40566
4497,2,4,1.40566
4497,0,5,1.40566
4498,1,2,1.40575
4498,2,2,1.40575
4498,2,5,1.40575
4498,2,4,1.40575
4498,2,6,1.40575
4498,2,1,1.40575
4499,1,6,1.40585
4499,2,5,1.40585
4499,3,6,1.40585
4500,3,1,1.40595
4500,4,4,1.40595
4500,4,1,1.40595
4501,1,6,1.40604
4501,4,5,1.40604
4501,4,0,1.40604
4501,4,3,1.40604
4501,2,5,1.40604
4502,3,5,1.40614
4503,3,5,1.40624
4503,1,4,1.40624
4503,3,2,1.40624
4503,1,0,1.40624
4503,0,6,1.40624
4503,0,0,1.40624
4504,2,1,1.40634
4504,0,4,1.40634
4504,4,4,1.40634
4504,0,3,1.40634
4504,3,4,1.40634
4504,4,6,1.40634
4505,2,5,1.40643
4505,4,1,1.40643
4505,4,6,1.40643
4505,3,0,1.40643
4505,1,1,1.40643
4506,4,6,1.40653
4506,1,3,1.40653
4506,3,1,1.40653
4506,4,1,1.40653
4506,3,6,1.40653
4507,2,5,1.40663
4507,1,1,1.40663
4507,4,1,1.40663
4507,2,0,1.40663
4507,1,3,1.40663
4507,4,2,1.40663
4508,4,1,1.40672
4508,4,5,1.40672
4508,2,3,1.40672
4509,1,5,1.40682
4509,4,2,1.40682
4509,3,3,1.40682
4510,0,4,1.40692
4510,2,4,1.40692
4510,4,6,1.40692
4510,0,3,1.40692
4510,2,1,1.40692
4511,2,6,1.40701
4511,4,1,1.40701
4512,1,6,1.40711
4512,1,1,1.40711
4512,0,4,1.40711
4512,1,3,1.40711
4513,2,0,1.40721
4513,4,5,1.40721
4513,4,3,1.40721
4514,1,5,1.40731
4514,1,0,1.40731
4514,3,0,1.40731
4515,1,2,1.4074
4516,1,6,1.4075
4516,4,6,1.4075
4516,4,0,1.4075
4516,3,5,1.4075
4517,4,0,1.4076
4517,3,2,1.4076
4517,0,5,1.4076
4517,1,5,1.4076
4518,0,1,1.40769
4518,3,0,1.40769
4518,3,1,1.40769
4518,4,5,1.40769
4519,2,6,1.40779
4519,3,5,1.40779
4519,0,4,1.40779
4519,4,2,1.40779
4519,3,4,1.40779
4520,1,1,1.40789
4520,1,0,1.40789
4520,4,6,1.40789
4521,4,5,1.40798
4521,3,1,1.40798
4521,1,4,1.40798
4521,2,0,1.40798
4522,1,0,1.40808
4522,1,6,1.40808
4522,2,3,1.40808
4522,0,1,1.40808
4523,0,0,1.40818
4523,4,6,1.40818
4523,4,5,1.40818
4523,1,0,1.40818
4523,2,6,1.40818
4524,3,3,1.40828
4524,4,1,1.40828
4525,4,3,1.40837
4525,1,4,1.40837
4525,0,2,1.40837
4525,1,5,1.40837
4525,2,5,1.40837
4526,0,5,1.40847
4526,1,3,1.40847
4526,2,0,1.40847
4526,2,6,1.40847
4527,2,5,1.40857
4527,4,4,1.40857
4527,3,6,1.40857
4527,1,4,1.40857
4528,1,2,1.40866
4528,4,2,1.40866
4528,0,0,1.40866
4528,1,4,1.40866
4528,3,1,1.40866
4528,3,6,1.40866
4528,2,5,1.40866
4528,1,6,1.40866
4528,4,1,1.40866
4529,0,3,1.40876
4529,1,5,1.40876
4530,4,5,1.40886
4530,2,0,1.40886
4530,3,0,1.40886
4531,3,4,1.40895
4531,4,1,1.40895
4531,1,3,1.40895
4531,4,2,1.40895
4532,3,4,1.40905
4532,4,2,1.40905
4532,2,1,1.40905
4532,0,5,1.40905
4532,4,4,1.40905
4533,0,4,1.40915
4533,4,6,1.40915
4533,3,2,1.40915
4533,3,4,1.40915
4533,2,6,1.40915
4534,2,1,1.40924
4534,4,3,1.40924
4535,1,0,1.40934
4535,1,5,1.40934
4535,1,3,1.40934
4536,1,4,1.40944
4536,2,4,1.40944
4536,4,2,1.40944
4536,0,2,1.40944
4537,0,3,1.40954
4537,1,3,1.40954
4537,2,3,1.40954
4537,3,1,1.40954
4537,1,4,1.40954
4538,4,0,1.40963
4538,2,6,1.40963
4538,2,2,1.40963
4538,2,1,1.40963
4538,1,3,1.40963
4538,0,3,1.40963
4539,1,4,1.40973
4539,2,4,1.40973
4539,1,1,1.40973
4539,4,1,1.40973
4540,3,4,1.40983
4540,4,0,1.40983
4540,4,5,1.40983
4540,4,4,1.40983
4541,1,2,1.40992
4541,4,0,1.40992
4541,3,2,1.40992
